COD_TAB;REST_CLAVE;MEMO_FIJO;MEMO_FIJ1,C,6
T03;40186251;SEM.LING.PROBL.FILOSOFICOS Y LENG. DEL ARTE;
T03;40186252;SEMINARIO ORTODOXIA Y HEREJIA;
T03;40186253;SEM.RORTY:CONTINGENCIA DE LA RACIONALIDAD;
T03;40186254;LA LOG. DE CAMBIO DE CREENCIAS Y LOS ARG.CONDICIO;
T03;40186255;SEMINARIO FILOSOFIA E INTELIGENCIA ARTIFICIAL;
T03;40186256;SEMINARIO LA ENCICLOPEDIA EN HEGEL;
T03;40186257;SEMINARIO INTRODUCCION AL GRIEGO FILOSOFICO;
T03;40186258;SEMINARIO DE ANTROPOLOGIA CULTURAL;
T03;40186259;SEM.VERDAD EN EL ESPACIO JURIDICO DE LA E.MEDIA;
T03;41186142;SEMINARIO DE LINGUISTICA (OPT. LETRAS MODERNAS);
T03;41186143;SEMINARIO LITERATURA LATINA I;
T03;41186144;SEMINARIO LITERATURA LATINA II;
T03;41186145;SEMINARIO LITERATURA GRIEGA I;
T03;41186146;SEMINARIO LITERATURA GRIEGA II;
T03;46186240;PSICOLINGUISTICA Y SOCIOLINGUISTICA;
T03;46186241;HISTORIA SOCIAL Y ECONOMICA ARGENTINA;
T03;46186242;ORIENTACION EDUCACIONAL (MATERIA ELECTIVA );
T03;46186243;SEMINARIO INVESTIGACION (MAT.ELEC.DICTA ESC.CIEN.;
T03;40186260;SEM.SOBRE LA VIOLENCIA Y LO SAGRADO EN R.GIRARD;
T03;44193195;SEM. PENSAMIENTO Y CIUDAD EN EL ANTIGUO OCCIDENTE;
T03;44193196;SEM.PENSAM.Y CIUDAD EN EL OCCIDENTE CONTEMPORANEO;
T03;46186123;PSICOLOGIA DE LA COMUNICACION (MATERIA ELECTIVA);
T03;44193197;LA CONF.DE LOS ESTADOS PROVINC;
T03;42186128;PALEOGRAFIA Y DIPLOMATICA;
T03;42186129;HISTORIA DE LA EDAD MEDIA;
T03;40178192;"SEMIN.:""E. GOFFMAN: FILOSOFIA Y VIDA COTIDIANA""";
T03;45186223;PSICOPEDAGOGIA TEATRAL (MATERIA OPTATIVA);
T03;44193236;PERSPECTIVAS EPIST.Y COMPUT.DEL DESC.CIENTIFICO;
T03;45186213;COMUNICACION Y PROMOCION SOCIAL;
T03;45186210;SEMIOTICA FILMICA Y TELEVISIVA (DICTA ESC. ARTES);
T03;44193169;SEMINARIO II PREHISTORIA Y ARQUEOLOGIA;
T03;44193210;SEMINARIO ORTODOXIA Y HEREJIA(DICTA ESC.FILOSOFIA;
T03;42186199;HISTORIA DEL CINE (DICTA DEPARTAMENTO CINE);
T03;44178112;ETNOHISTORIA ANDINA;
T03;46186853;HISTORIA DE LA CULTURA;
T03;46186173;SALUD MENTAL DE LOS TRABAJADORES;
T03;46186174;PSICOLOGIA DIFERENCIAL;
T03;46186175;APROX. AL PSICOANA. DE LA CONFIGURA. VINCULAR;
T03;46186176;SEMINARIO LA CONCIENCIA;
T03;46186177;TEC.MELANIE K. SU APLICA. EN EL PSICOAN. NIÑOS;
T03;44186237;CURSILLO DE HISTORIA DE LA CULTURA;
T03;44186238;CURSILLO DE HISTORIA ARGENTINA II;
T03;44186239;CURSILLO DE HISTORIA DE AMERICA I;
T03;44193237;CURS. HIST. CUL434232 202 CURSILLO DE HISTORIA DE LA CULTURA;
T03;44193238; CURSILLO DE HISTORIA ARGENTINA II;
T03;44186240;CURSILLO DE HISTORIA DE ESPAÑA;
T03;44193240;CURSILLO DE HISTORIA DE ESPAÑA;
T03;44193239;CURS.HISTORIA DE AMERICA I;
T03;44193241;SEMINARIO DE TALLER DE APLICACION;
T03;44193242;SEMINARIO DE HISTORIA ARGENTINA I;
T03;44186242;SEMINARIO DE HISTORIA ARGENTINA I;
T03;44193243;SEM. HISTORIA CONTEMP.DE ASIA Y AFRICA;
T03;44186243;SEMINARIO DE HIST. CONTEMP. DE ASIA Y AFRICA;
T03;44193244;SEM.ECONOMIA Y SOC.RURAL(LATINOAM. COLONIAL);
T03;44186244;SEM. ECONOMIA Y SOC. RURAL (LATINOAM.COLONIAL);
T03;44186232;SEMINARIO DE HISTORIA MODERNA;
T03;46186157;SEMINARIO ACERCA DEL MALESTAR;
T03;40186261;SEM.LA OBRA DE ARTE COMO OBJETO;
T03;40186262;LAS TESIS DE CHARTIER;
T03;40186263;SEM.FIL.PRACT. ARISTOTELES Y KANT;
T03;40186264;RACIONALIDAD;
T03;40186265;PRACT. REPRESENTACION Y PODER;
T03;40186266;LOGICA EPISTEMICA;
T03;46178104;SEM.PSICOSIS INFANTIL ABORDAJE INSTITUCIONAL;
T03;46178106;SEMINARIO PSICODINAM. DE LA FAMILIA VIOLENTA;
T03;40186267;SEM LECTURA TEXTO FILOSOFICO FEDON;
T03;40186268;SEM EPISTEMOLOGIA EVOLUTIVA;
T03;40186269;SEM METODO FENOMENOLOGICO EN SARTRE;
T03;40186270;SEM SOCIOLOGIA HISTORICA;
T03;40186271;SEM TEORIAS POLITICAS CONTEMPORANEAS;
T03;40886015;PSICOLOGIA EVOLUTIVA;
T03;40186272;LITERATURA ALEMANA;
T03;40186273;GRAMATICA III;
T03;40186274;SEM ANALISIS E. DEL DISCURSO;
T03;40186275;SOCIOLOGIA OBRA LITERARI;
T03;40186276;CURSILLO HIST.ESPAÑA;
T03;44193245;CURSILLO I;
T03;42186200;INTRODUCCION A LA FILOSOFIA-HISTORIA;
T03;42186101;SOCIOLOGIA;
T03;40186164;HISTORIA DE LA EDAD MEDIA;
T03;42186046;SEMINARIO DE MITO;
T03;40186277;ANTROPOLOGIA FILOSOFICA I (CATEDRA LIBRE);
T03;41186060;SEMINARIO DE MITO;
T03;44186245;CURSILLO APROXIMACION A LA REVOLUCION FRANCESA;
T03;46186114;INTRODUCCION A LA SALUD PUBLICA;
T03;44193246;SEMINARIO DE PALEOGRAFIA II;
T03;45186219;EXTENSION RURAL(DICTA ES.CIENCIAS AGROPECUARIAS);
T03;40186278;SEM. LECTURA DE TEXTOS FILOSOFICOS GRIEGOS;
T03;44193247;SEM.HIST.CULTURA PENSAMIENTO Y CIUDAD EN EL RENAC;
T03;42186100;SEMINARIO DE LITERATURA ARGENTINA II;
T03;40186279;SEMINARIO DE TRADUCCION DE ALEMAN;
T03;46186100;HISTORIA DEL ARTE (ELECTIVA NO PERMANENTE );
T03;46186101;INTRODUCCION CULTURAL A LA HISTORIA DEL ARTE;
T03;45886054;DIDACTICA ESPECIAL NIVEL MEDIO Y SUP. NO-UNIVER.;
T03;45886055;TALLER II(VIEJO)-PROB.EDUC.NIV.MEDIO SUP.NO UNIV.;
T03;45886070;ANTROPOLOGIA CULTURA;
T03;45886082;TALLER III(VIEJO) PROB.EDUC.DEL NIVEL UNIVER.;
T03;45886200;INTROD.A LOGICA Y EPISTEM.DE LAS CIENCIAS SOCIA.;
T03;45886204;METODOLOGIA DE LA INVESTIGACION EDUCATIVA I;
T03;45886205;CORRIENTES PEDAGOGICAS CONTEMPORANEAS;
T03;45886206;METODOLOGIA DE LA INVESTIGACION EDUCATIVA II;
T03;45886202;TALLER I-REALIDAD EDUCATIVA ARGENTINA;
T03;45886203;TALLER II PROB.DE LA EDUC.NO FORMAL NIV.INICIAL;
T03;45886207;TALLER III PROBLEM.DE LOS NIV.PRIMARIO Y MEDIO;
T03;45886208;TALLER IV PROB.DEL NIVEL SUPERIOR UNIVERSITARIO;
T03;45886201;HISTORIA SOCIAL DE LA EDUCACION;
T03;45886102;CURSO NIVELACION C.EDUCACION;
T03;46886102;CURSO NIVELACION SICOLOGIA;
T03;42186201;CURSO NIVELACION C.EDUCACION;
T03;44193248;ESTETICA CLASICA Y MEDIEVAL;
T03;44193249;FILOSOFIA ANTIGUA;
T03;44193250;SEMINARIO MITO Y POLIS;
T03;42886015;LENGUA Y CULTURA LATINAS I;
T03;42886104;SEMINARIO DE TRADUCCION INGLES;
T03;42886091;FILOSOFIA ARGENTINA Y LATINOAMERICANA;
T03;42886102;CURSO DE NIVELACION DE LETRAS;
T03;44893102;CURSO NIVELACION HISTORIA;
T03;44893004;INTRODUCCION A LA HISTORIA;
T03;44893001;INTRODUCCION A LA PROBLEMATICA FILOSOFICA;
T03;44893012;PREHISTORIA Y ARQUEOLOGIA;
T03;44893013;HISTORIA ANTIGUA GENERAL;
T03;44893002;TALLER DE APLICACION;
T03;44893019;HISTORIA DE LA EDAD MED;
T03;44893033;SOCIOLOGIA;
T03;44893070;ANTROPOLOGIA SOCIAL Y CULTURA;
T03;44893026;HISTORIA MODERNA;
T03;44893018;HISTORIA DE AMERICA I;
T03;44893050;HISTORIA CONTEMPORANEA;
T03;44893020;GEOGRAFIA HUMANA;
T03;44893022;HISTORIA ARGENTINA I;
T03;44893076;HISTORIA CONTEMPORANEA DE ASIA Y AFRICA;
T03;44893025;HISTORIA DE AMERICA II;
T03;44893027;HISTORIA ARGENTINA I;
T03;44893034;PRUEBA SUFIENCIA IDIOMA ITALIANO;
T03;44893039;PRUEBA SUFICIENCIA DE INGLES;
T03;44893040;PRUEBA SUFICIENCIA IDIOMA FRANCES;
T03;40186280;SEM.MITO Y POLIS;
T03;41186147;FILOSOFIA DEL DERECHO (OPTATIVA);
T03;44893083;ECONOMIA POLITICA;
T03;44893084;TEORIA POLITIC;
T03;44893014;PALEOGRAFIA Y DIPLOMATICA;
T03;44893055;METODOLOGIA DE LA INVESTIGACION HISTORICA;
T03;44193251;PSICOESTADISTICA;
T03;46186244;SEM.LA FAMILIA.UNA VISION SISTEMICA CONSTRUCTIV.;
T03;46186245;SEM.DESASTRES. APORTES DE LA PSICOLOGIA;
T03;46186246;DROGADICCION.UNA PERSPECTIVA PSICOFARMACOLOGICA;
T03;46186251;TEORIA DE LA TECNICA EN ANALISIS INSTITUCIONAL;
T03;46186252;SEM.INTRODUCCION A LA PSICOLOGIA SOCIAL;
T03;45186224;ECONOMIA POLITICA;
T03;44193252;CURSILLO DE ETHOHISTORIA;
T03;44186249;SEMINARIO ERGOLOGIA Y TECNOLOGIA;
T03;44186250;SEM.MET.Y TE.INVESTIGACION ARQUEOLOGICA;
T03;44186251;SEMINARIO ETNOGRAFIA;
T03;44186252;SEMINARIO DE ECONOMIA POLITICA;
T03;44193255;SEM.METODOS Y TECNICAS DE INVESTIG.CIENTIF.ARQUEO;
T03;44193256;SEMINARIO ETNOGRAFIA;
T03;44193257;SEMINARIO DE ECONOMIA POLITICA;
T03;44193258;SEMINARIO ARQUEOLOG. ARGENT. SOCIEDADES COMPLEJAS;
T03;44186253;CURSILLO GEOGRAF.HUM.CAMB.ESPACIALES CBA-TUC SXVI;
T03;44186254;CURSILLO ARQUEOLOGIA ARGENT.SOC.COMPL.PREESTATALE;
T03;44186255;CURSILLO HISTORIA DE AMERICA II;
T03;44193259;CURS.HIS.AME.II IDEOLOG.POL.MOV.SOC.AMERICA 1970;
T03;40186281;ANTROPOLOGIA BIOLOGICA Y CULTURAL(DICTA ESC.BIOLO;
T03;44186256;SEM.INTROD.A LA POLITICA CONTEMPORANEA CORDOBA;
T03;44186257;SEMINARIO DE ETNOHISTORIA;
T03;44186258;SEMINARIO ESTUDIOS DE DEMOGRAGIA HISTORICA CBA.;
T03;44186259;HISTORIA DE LA CULTURA CONTEMPORANEA (MATERIA OP.;
T03;44186260;SEMINARIO PALEOGRAFIA Y DIPLOMATICA;
T03;44186261;TEORIA DEL CONOCIMIENTO (ESC. FILOSOFIA);
T03;44193260;SEM.EST.DE DEMOGRAFIA HISTORICA EN CORDOBA;
T03;44193261;TEORIA DEL CONOCIMIENTO (ESC. FILOSOFIA);
T03;44193262;SEM.PALEOGRAFIA Y DIPLOMATICA-ESCRITURAS Y DOCUM.;
T03;41186148;FILOSOFIA DE LA HISTORIA;
T03;42186027;ESTETICA CLASICA Y MEDIEVAL;
T03;42186130;LENGUA Y CULTURA GRIEGAS II;
T03;42186131;LENGUA Y CULTURA LATINAS III;
T03;46186253;SEMINARIO ESTRATEGIAS SISTEMICAS;
T03;42186202;FILOSOFIA DEL LENGUAJE II;
T03;44193263;FILOSOFIA DEL DERECHO;
T03;44193264;SEM.HIS.DEL PENS.Y CULTURA ARGENTINO;
T03;42186203;SEM.SOCIOSEMIOTICA Y PROD.DE LO REAL REG.RELATOS;
T03;42186204;SEM.TALLER LECT.CRITICA Y ESC.NARRADORES ARGENTIN;
T03;40186282;SEM.ARGENT.SENT.HIST.UNIV.SEG.MITAD DEL SIGLO XX;
T03;40186283;SEM.COND.DE POSIB.PARA EL PLANTEO EXISTENCIA DIOS;
T03;40186284;SEM.TIEMPO CAT.AXIOLOGICA PENSAMIENTO LATINOAMER.;
T03;40186285;SEMINARIO DE LA HISTORIA REVOLUCION COGNITIVA;
T03;40186286; SEMINARIO KANT:ETICA FORMAL;
T03;40186287;SEM.LA FIL REFLEXION OBJETOS CULT:CINE,LIT.MUSICA;
T03;40186288;SEMINARIO METODO FENOMENOLOGICO EN SARTRE;
T03;40186289;SEM.RORTY CONSECUENCIAS DEL PRAGMATISMO;
T03;40186290;SEMINARIO PLATON: FEDON;
T03;40186291;SEM-TALLER:LOGICA DE PRIMER ORDEN Y SUS APLICACIO;
T03;40186292;SEMINARIO SOBRE POETICAS;
T03;40186293;SEMINARIO TEORIAS CONDICIONALES;
T03;40186294;SEMINARIO LAS RAICES KANTIANAS DEL PENS.DE FREGE;
T03;42186205;SEMINARIO PLATON : FEDON;
T03;40886102;CURSILLO DE NIVELACION;
T03;44886001;INTRODUCCION A LA FILOSOFIA;
T03;44886084;TEORIA POLITICA;
T03;44886083;INTRODUCCCION A LA ECONOMIA POLITICA;
T03;44886015;PSICOLOGIA EVOLUTIVA;
T03;44886034;PRUEBA SUF.IDIOMA ITALIANO;
T03;44886039;PRUEBA SUF.IDIOMA INGLES;
T03;44886040;PRUEBA SUF.IDIOMA FRANCES;
T03;44886079;PRUEBA SUF.IDIOMA PORTUGUES;
T03;44886080;PRUEBA SUF.IDIOMA ALEMAN;
T03;44886081;PRUEBA SUF.IDIOMA LATIN;
T03;44886082;PRUEBA SUF.IDIOMA GRIEGA;
T03;44886076;HISTORIA CONTEMPORANEA ASIA Y AFRICA;
T03;44193146;SEMINARIO TEORIA POLITICA;
T03;45186221;SEMINARIO SOCIOLOGIAS DE LA VIDA COTIDIANA;
T03;45886221;"SEMINARIO"" SOCIOLOGIAS DE LA VIDA COTIDIANA""";
T03;42186206;TESIS DOCTORAL;
T03;44893088;HISTORIA ECONOMICA ARGENTINA;
T03;44893107;HISTORIA DEL PENSAMIENTO ARGENTINO;
T03;44893109;HISTORIA DE LA CULTURA;
T03;44893108;HISTORIA DE ESPAÑA;
T03;44193265;SEMINARIO DE FILOSOFIA ARGENTINA-LATINOAMERICANA;
T03;42886103; SEMINARIO DE TRADUCCION ITALIANO;
T03;42886089;PRUEBA DE SUFICIENCIA IDIOMA PORTUGUES;
T03;42886067;PRUEBA DE SUFICIENCIA IDIOMA ITALIANO;
T03;40886277;ANTROPOLOGIA FILOSOFICA I;
T03;46186254;LINGUISTICA (ELECTIVA NO PERMANENTE);
T03;46186255;PROBLEMATIC EDUCATIVA(ELECTIVA NO PERMANENTE);
T03;46186854;ESTRUCTURA PSIC. SOCIAL DEL SUJETO I(MAT.ELECTIV);
T03;46186855;SEMIOLOGIA (ELECTIVA NO PERMANENTE);
T03;44193266;MITO Y RELIGION EN GRECIA Y ROMA (DICTA L.CLASIC.;
T03;42186132;HISTORIA DE LA CULTURA CONTEMPORANEA;
T03;44193267;INTRODUCCION A LA ECONOMIA I;
T03;44193268;ESTRUCTURA DE LA ECONOMIA ARGENTINA;
T02;46169;LIC.EN PSICOLOGIA;
T03;40186295;SEMIOTICA II;
T03;45186225;ORIENTACION VOCACIONAL Y OCUPACIONAL (OPTATIVA);
T03;42186207;SEM.ESTETICA - FILOSOFIA;
T03;44193066;ETICA II;
T03;44193269;HISTORIA DE LA EDUCACION ARGENTINA;
T03;40186296;GRIEGO III;
T03;40186299;LENGUA Y CULTURA GRIEGA I;
T03;40186298;ESTETICA CLASICA Y MEDIEVAL;
T03;42186073;CURSO DE LITERATURA ESPAÑOLA I;
T03;41886102;CURSO NIVELACION LETRAS CLASICAS;
T03;42186208;SEMINARIO SOBRE POETICAS;
T03;45186226;SOCIOLOGIA HISTORICA;
T03;40178101;LENGUA Y CULTURA LATINAS II;
T03;44886099;OPTATIVA I;
T03;44886100;OPTATIVA II;
T03;44886111;SEMINARIO HISTORIA DEL PENSAMIENTO;
T03;40186027;TEORIA POLITICA (VALIDO POR FILOSOFIA POLITICA II;
T03;40186300;LINGUISTICA GENERAL;
T03;42186209;HISTORIA ANTIGUA (DICTA ESC. HISTORIA);
T03;46178015;PSICOLOGIA EVOLUTIVA;
T03;40186301;SOCIOLOGIA HISTORICA;
T03;41186150;SEMINARIO DE TRADUCCION DE FRANCES;
T03;41186149;SEM.TRADUCCION ALEMAN;
T03;40186302;SEM.PRACTICAS SOCIALES REPRESENTACIONES Y PODER;
T03;40186303;SEM.:EL PENSAMIENTO POLITICO DE H.ARENDT;
T03;40186304;SEM.:LA RECEPCION DE NIETZSCHE EN EL PENS.ARGENTI;
T03;40186305;SEM.APRENDIZAJE AUTOMATIZADO E INDUCCION;
T03;44193270;SEM.HISTORIA DE ESPAÑA;
T03;44186270;SEM.HISTORIA DE ESPAÑA;
T03;44193271;CUR.HIST.ASIA Y AFRICA;
T03;44193272;SEMINARIO EL PENSAMIENTO LATINOAMERICANO;
T03;44193273;POBLACION Y SOCIEDAD DESDE PERSPECTIVA HISTORICA;
T03;44186271;CURSILLO HISTORIA ASIA Y AFRICA;
T03;44186272;OPTATIVA PENSAMIENTO LATINOAMERICANO;
T03;44186273;POBLACION Y SOCIEDAD PERSPECTIVA HISTORICA;
T03;44193274;SEMINARIO HISTORIA DE LA CIENCIA II(DICTA E.FILOS;
T03;41186151;OPTATIVA SEM.ANALISIS ESTRATEGIAS DEL DISCURSO;
T03;46186256;CLINICA DE LA PSICOSIS;
T03;44193275;SEM.HISTORIA REGIONAL LATINOAMERICANA;
T03;44186275;SEMINARIO HISTORIA REGIONAL LATINOAMERICANA;
T03;42186152;MITO Y POLIS;
T03;46186257;PSICOSOCIOLOGIA DE LAS ORGANIZACIONES(DICTA CS.E;
T03;46186258;ADMINISTRACION DE PERSONAL (DICTA F.CS.ECONOMICAS;
T03;46186259;TEORIA ADMINISTRACION DICTA F.CS.ECONOMIC;
T03;46186260;DERECHO LABORALY SEG. SOCIAL (DICTA F.CS.ECONOMIC;
T03;44186276;SEM. PRACTICAS SOCIALES REPRESENTACION Y PODER II;
T03;44193276;SE.PRACTICAS SOCIALES REPRESENTACION Y PODER II;
T03;44193277;TEORIA ARQUEOLOGICA I;
T03;44186277;TEORIA AEQUEOLOGICA I;
T03;45186258;CURSO SOBRE ARQUEOLOGIA ARGENTINA SOC.COMP.PREEST;
T03;44193278;INTRODUCCION A LA HISTORIA DEL ARTE;
T03;44193279;SEM.ARG.Y EL SENTIDO HIST.UNIV.SEG.MITAD SIGLO XX;
T03;44193280;HERMENEUTICA TEXTO LITERARIO;
T03;44193281;SEMINARIO LECTURA ESCRITORES DE CORDOBA;
T03;44193283;PROBLEMATICA DEL ARTE (DICTA ESC.ARTE );
T03;42178044;ETICA PROFESIONAL;
T03;44878001;INTRODUCCION A LA FILOSOFIA;
T03;44878002;INTRODUCCION A LA LITERATURA;
T03;44878003;PSICOLOGIA FUNDAMENTAL;
T03;44878006;HISTORIA DEL ARTE;
T03;44878007;ANTROPOLOGIA FILOSOFICA;
T03;44878008;METODOS DE APRENDIZAJE E INVESTIGACION;
T03;44878015;LENGUA Y CULTURA LATINAS I;
T03;40186141;SEM.ANALISIS DE ESTRATEGIAS DEL DISCURSO (D.L.MOD;
T03;44186015;PSICOLOGIA EVOLUTIVA;
T03;44893015;PSICOLOGIA EVOLUTIVA;
T03;42186133;SEMINARIO MITO Y FUENTE;
T03;44193284;SEMINARIO HISTORIA REG.LAT.LA REGION DE CORDOBA;
T03;46169011;HISTORIA DE LA PSICOLOGIA;
T03;46169014;NEUROFISIOLOGIA;
T03;46169001;INTRODUCCION A LA FILOSOFIA;
T03;46169003;PSICOLOGIA GENERAL;
T03;46169015;PSICOLOGIA EVOLUTIVA I;
T03;46169070;ANTROPOLOGIA CULTURAL;
T03;46169016;PSICOLOGIA EVOLUTIVA II;
T03;46169017; PSICOFISIOLOGIA;
T03;46169013;PSICOESTADISTICA;
T03;46169019;PSICOLOGIA SOCIAL I;
T03;46169022;PSICOMETRIA;
T03;46169007;ANTROPOLOGIA FILOSOFICA;
T03;46169018;PSICOLOGIA PROFUNDA I;
T03;46169024;PSICOLOGIA PROFUNDA II;
T03;46169048;METODO Y TECNICA DE INVESTIGACION PSICOLOGICA;
T03;46169023;PSICOLOGIA PROFUNDA II;
T03;46169027;PSICOLOGIA DE LA PERSONALIDAD;
T03;46169029;PSICOLOGIA EXPERIMENTAL;
T03;46169121;PSICOLOGIA DE LA PERSONALIDAD;
T03;46169028;PSICOPATOLOGIA;
T03;46169025;TECNICAS PROYECTIVAS I;
T03;46169021;PSICOLOGIA EDUCACIONAL;
T03;46169030;TECNICAS PROYECTIVAS II;
T03;46169034;ORIENTACION VOCACIONAL Y CONSEJO PSICOLOGICO;
T03;46169032;PSICOLOGIA DEL TRABAJO;
T03;46169031;PSICOLOGIA CLINICA Y TEC. DE TERAPIA;
T03;46169039;PRUEBA SUFICIENCIA IDIOMA INGLES;
T03;45186259;SEM.ANTROP.Y EDUC.:ADOLES.Y JUV.PROBLEM.SOCIO-CUL;
T03;46186261;PROBLEMAS SOCIOLOGICOS EN PSICOLOGIAI(MAT.ELECTIVA);
T03;44193285;SEMINARIO  PENSAMIENTO POLITICO DE ANNA ARENDT;
T03;40186306;HISTORIA DE AMERICA II(HISTORIA);
T03;40186307;SEMINARIO DE MITO Y FUENTES;
T03;44193286;SEMINARIO PENSAMIENTO LATINOAMERICANO;
T03;44193287;SE.ESTADO PROV.ECONOM.FINANZAS PUBLICAS 1820-1856;
T03;44193288;SEM.HIST.REG.LATINOAM.LA REG.CBA.PERIODO COLONIAL;
T03;44193289;MATERIA OPTATIVA TEORIA ARQUEOLOGICA;
T03;46186856;SEMINARIO DE PSICOLOIA EVOLUTIVA DE LA NIÑEZ;
T03;46186857;SEMINARIO PSICOLOGIA EVOLUTIVA DE LA ADOLESCENCIA;
T03;46186859;DINAMICA GRUPAL MATERIA ELECTIVA;
T03;44186278;CURSILLO DE ETNOHISTORIA;
T03;46186262;SEMINARIO ELECTIVO FAMILIAS MARGINALES;
T03;42186210;SEMINARIO EN TORNO A LA FICCION;
T03;44186279;ECONOMIA POLITICA;
T03;44193290;LITERATURA HISPANOAMERICANA I;
T03;44193291;SEMINARIO HISTORIA E HISTORIOGRAFIA DE AFRICA;
T03;44193292;CURSILLO JAPON Y AMERICA LATINA EN EL SIGLO XX;
T03;44193293;SEMINARIO  DE GEOGRAFIA HUMANA;
T03;44193294;PROBLEMAS DE ANTROPOLOGIA POLITICA;
T03;44193295;CURSILLO DE HISTORIA DE AMERICA II;
T03;44193296;SEMINARIO DEL AREA DE ANTROPOLOGIA:MARGIN Y POBRE;
T03;44193297;SEMINARIO ESTADO,NACION Y REGION EN EL CONO SUR;
T03;42186211;SEM DISCURSO POLITICO,CAMBIO INSTITUCIONAL Y LEG;
T03;42186212;SEM PERIFRASIS VERBALES DEL ESPA�OL;
T03;42186213;SEMINARIO EN TORNO A LA FICCION;
T03;40186308;SEM LIBERALISMO POLITICO Y CONVERSACION;
T03;40186309;SEMINARIO CIENCIA,TECNOLOGIA Y SOC EN INGLATERRA;
T03;40186310;SEM FILOSOFIA DE LAS RELIGIONES;
T03;40186312;SEMINARIO DE FILOSOFIA PRACTICA;
T03;40186313;SEMINARIO DE FILOSOFIA MODERNA;
T03;41186152;SEMINARIO DISCURSO POLITICO,CAMBIOINST Y LEGITIMA;
T03;46886042;DIDACTICA GENERAL;
T03;44893042;DIDACTICA GENERAL;
T03;42886042;DIDACTICA GENERAL;
T03;40886042;DIDACTICA GENERAL;
T03;41886042;DIDACTICA GENERAL;
T03;40186314;SEM LOS JURADOS POPULARES EN EL MARC FIL PRACTICA;
T03;40186315;SEM TEC ORATORIAS Y TECNICAS LITERARIAS;
T03;40186316;SEM RELACION,LUZ Y PROPORCION EN ALGUNOS TEXTOS..;
T03;40186317;SEMINARIO PUTNAM Y LA LECTURA DE LOS MODERNOS;
T03;46886041;PEDAGOGIA;
T03;42186214;SEM PRACTICA SOCIALES,REPRESENTACIONES Y PODER II;
T03;45186260;SEM EL PAPEL DE CORDOBA EN LA CONSTRUCCION DE CUL;
T03;42186215;CURSILLO DE ANTROPOLOGIA POLITICA;
T03;42186216;PSICOGENESIS II;
T03;40186318;SEMINARIO DE ECONOMIA;
T03;40186319;ETNOGRAFIA;
T03;40186320;TEORIA POLITICA II;
T03;46186858;PSICOGENESIS II;
T03;44193298;HISTORIA DE LA CULTURA ANTIGUA;
T03;42178063;SEMINARIO PENSAMIENTOLATINOAMERICANO;
T03;44193299;SEM EL PAPEL DE CBA EN LA CONSTRUCCION DE LA CULT;
T03;44193300;SEMINARIO DE SOCIOLOGIA DE LA VIDA COTIDIANA;
T03;40186321;SEMINARIO LOS PRINCIPIA DE I NEWTON;
T03;44193301;SEM CIENCIA TECNOLOGIA Y SOC EN INGL;
T03;46186860;TEORIA DEL CONOCIMIENTO;
T03;46186861;SEMINARIO DE ETNOGRAFIA;
T03;46186862;FILOSOFIA CONTEMPORANEA;
T03;46186863;METAFISICA;
T03;46186864;SEMINARIO DE ANTROPOLOGIA;
T03;46186865;ESTETICA CLASICA Y MEDIEVAL;
T03;44193302;DISCURSO POLITICO,CAMBIO INSTITUC Y LEG;
T03;44193303;SEM CONFLICTOS SOCIALES E INEST POL CONST EN LA R;
T03;44186280;ERGOLOGIA Y TECNOLOGIA;
T03;40186323;SEMINARIO DE HISTORIA MODERNA;
T03;40186325;SEMINARIO:MARGINALIDAD Y POBREZA;
T03;40186326;SEM:CONFLICTOS SOCIALES E INESTABILIDAD POLITICA;
T03;46186866;SEMINARIO DE ECONOMIA POLITICA;
T03;46186867;SEMINARIO DE FILOSOFIA DE LAS RELIGIONES;
T03;46186868;SEMINARIO DE HISTORIA DE LOS CONFLICTOS SOCIALES;
T03;44193304;SEM TECNICAS HISTORICAS Y TECNICAS LITERARIAS;
T03;44193305;SEMINARIO EN TORNO A LA FICCION;
T03;42186218;SEMINARIO ESTADO NACION Y RELAC INT EN LA ARGENTI;
T03;42186219;SEMINARIO DE ANTROPOLOGIA POETICA;
T03;40186327;SEMINARIO DE ESTETICA:ESTETICA E HIST DEL ARTE;
T03;46186263;SEMINARIO DE POBREZA Y MARGINALIDAD;
T03;46186264;SEMINARIO DE LITERATURA I;
T03;44193306;SEM.ARQUEOLOG DE CAMPO EN LA QUEBRADA DE HUMAHUAC;
T03;42186220;SEMINARIO LECTO-COMPRENSION DE IDIOMA PORTUGUES;
T03;40186322;CURS PROBLEMAS ANTROP POLIT: IMAGINANDO LA NACION;
T03;42186217;CURS PROBLEMAS ANTROP POLITICA:IMAGINADO LA NACIO;
T03;46186851;SEM II:ORIENTACION PSICOPEDAGOGIA (CIENCIAS EDUC);
T03;40186328;SEM LA OBJETIVIDAD DE LA MORAL;
T03;44193307;CURSILLO HISTORIA CONTEMPORANEA DE JAPON;
T03;44193308;SEM.TEORIA POLITICA:TEORIA POLITICA DEL SIGLO XX;
T03;44193309;CURSILLO II HISTORIA ARG.I PROC.CONF.ESF.PUBLICA;
T03;44193163;SEMINARIO DE PREHISTORIA Y ARQUEOLOGIA;
T03;44193310;CURSILLO HIST.CONT.ASIA Y AFRICA:SUDAFRICA,NIGERI;
